,Buildings,Dynamic Cars,Dynamic Pedestrians,Inside Car,Nature,Roads,Static Cars,Static Pedestrians,Street Objects,Traffic Lights,Traffic Signs
67a9c6d47f5b41a7870c2a0dcc9518ad,2.904,0.429,0.33,20.360999999999997,1.1219999999999999,38.44499999999999,0.0,0.0,0.726,8.217,0.462
aa456e42eacf4bf090a3e20912853e88,0.759,0.0,0.0,47.81700000000001,0.0,22.275000000000002,0.0,0.0,0.0,3.7620000000000005,0.0
d33725643b1f41ebb3535975df196741,2.178,0.9570000000000001,0.0,35.772000000000006,1.7489999999999999,7.821,0.0,0.0,0.0,7.523999999999999,0.0
2c12739c6c6d4fdc886d59eec8ac22d6,23.892000000000003,0.495,0.0,11.088000000000001,7.458000000000001,4.1579999999999995,0.0,0.0,3.168,8.777999999999999,0.396
44330db69b4d41c095928d3abc3c354c,7.821000000000001,0.429,1.221,25.145999999999997,4.422000000000001,7.788,0.0,0.264,0.66,5.081999999999999,0.0
68fc866c652d479aad2c3af02bc6919f,0.0,0.0,0.0,60.258,0.0,17.160000000000004,0.0,0.0,0.0,5.082000000000001,0.0
63868944d4894dd48b59f738fa84c253,26.993999999999996,0.627,0.33,4.95,5.049,1.3530000000000002,0.0,0.0,1.8810000000000002,13.331999999999999,0.297
22f7845bf634429dbeb5efab7b15ca85,0.5940000000000001,0.0,0.0,4.224,0.264,54.81299999999999,0.0,0.0,0.627,9.603,0.0
9434f52a5e084106969abc9ce5ad6f15,21.12,0.264,0.0,9.273,3.6960000000000006,3.993,0.0,0.495,1.617,7.854000000000001,0.0
dbd8d60f147247eb887981f5fd1d5338,0.924,0.0,0.297,6.039000000000001,1.386,64.581,0.0,0.0,0.594,6.633,0.495
45a9fdec68c347eba2295dfd3afec26c,9.536999999999999,0.264,0.0,30.755999999999997,2.0460000000000003,11.583,0.0,0.0,0.0,6.534000000000001,0.0
c9f222abf5c140a3a045042b4c091e47,6.9959999999999996,0.0,0.0,33.825,0.33,15.18,0.0,0.0,0.627,7.623,0.0
